Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
OLE-0208,OLE,26-08-2023,26-08-2023,Actual,Cyber-Fraud,Retail Banking,56.49,5,0.39,0.88,1,3.1,18,1,Normal,Good
ALE-1236,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,237.76,4,1.2,3.44,2.98,2.6,20,2,Normal,Good
ALE-0825,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,160.5,2,1.17,3.45,3.25,2.7,16,0,Normal,Good
ALE-0265,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,122.42,3,1.65,2.43,1.75,3.4,17,2,Normal,Good
ALE-1123,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,95.59,4,1.11,2.74,2.84,3.2,15,1,Normal,Good
OLE-0009,OLE,02-01-2023,02-01-2023,Actual,Tech Failure,Retail Banking,55.73,4,0.48,1.49,1,3.9,24,1,Normal,Good
ALE-0157,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,129.01,2,1.97,1.32,1.18,3.9,24,2,Normal,Good
ALE-1177,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,144.31,4,2.33,3.11,3.77,3,25,0,Normal,Good
ALE-0203,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,150.14,3,1.93,1.59,1.26,3.8,28,2,Normal,Good
OLE-0453,OLE,15-01-2023,15-01-2023,Actual,System Failure,E-Banking,24.84,4,0.5,1.23,1,2.8,23,0,Normal,Good
ALE-0818,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,97.45,1,2.06,2.25,2.49,3.2,15,0,Normal,Good
OLE-0254,OLE,22-11-2023,22-11-2023,Actual,Tech Failure,ATM Network,56.9,3,1.32,1.48,1,3.4,17,0,Normal,Good
ALE-0470,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,133.95,5,1.36,3.4,4.15,2.8,21,1,Normal,Good
ALE-0039,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,174.97,3,1.87,2.36,2.56,3.7,21,0,Normal,Good
ALE-1104,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,159.88,5,2.27,1.94,1.68,3.5,20,2,Normal,Good
ALE-0023,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,273.27,4,1.75,2.31,1.84,2.5,22,2,Normal,Good
ALE-0738,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,11.86,4,0.95,1.59,1.17,3.5,20,1,Normal,Good
ALE-1233,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,26.74,1,2.1,2.86,2.13,2.7,24,0,Normal,Good
OLE-0624,OLE,12-09-2023,12-09-2023,Actual,Data Breach,ATM Network,48.27,2,0.75,0.59,1,3.2,22,2,Normal,Good
OLE-0346,OLE,04-11-2023,04-11-2023,Actual,System Failure,Retail Banking,47.76,4,0.8,1.01,1,3.9,14,0,Normal,Good
ALE-1070,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,129.91,1,0.98,3.22,3.85,3.3,18,0,Normal,Good
ALE-0930,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,219.97,2,1.54,2.35,1.85,4,19,1,Normal,Good
OLE-0263,OLE,22-08-2023,22-08-2023,Actual,System Failure,Retail Banking,102.97,3,1.05,1.15,1,2.9,15,1,Normal,Good
ALE-0777,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,66.2,3,1.05,3.48,3.44,3.5,19,0,Normal,Good
ALE-0464,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,240.27,2,2.13,3.04,2.51,4,21,0,Normal,Good
ALE-0581,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,66.22,1,2.51,1.86,1.81,3.5,20,2,Normal,Good
OLE-0151,OLE,05-06-2023,05-06-2023,Actual,Tech Failure,E-Banking,74.32,1,1.02,1.19,1,2.7,14,2,Normal,Good
OLE-0473,OLE,17-05-2022,17-05-2022,Actual,Tech Failure,Payments,79.11,1,0.37,0.83,1,3.6,22,0,Normal,Good
ALE-0945,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,88.98,2,1.12,3.4,3.98,2.6,24,2,Normal,Good
OLE-0641,OLE,20-03-2023,20-03-2023,Actual,Data Breach,Retail Banking,5,1,0.45,1.15,1,2.6,22,2,Normal,Good
ALE-0014,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,115.63,3,2.7,1.76,2.06,3,18,0,Normal,Good
ALE-1232,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,136.17,5,1.86,2.93,3.46,2.8,27,2,Normal,Good
OLE-0551,OLE,18-06-2023,18-06-2023,Actual,Cyber-Fraud,ATM Network,49.74,4,0.57,1.24,1,3.9,22,1,Normal,Good
ALE-1156,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,168.86,4,2.77,3.15,3.25,3.5,18,1,Normal,Good
ALE-0071,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,175.36,1,1.81,1.64,1.73,2.5,17,2,Normal,Good
OLE-0489,OLE,14-04-2022,14-04-2022,Actual,Tech Failure,Retail Banking,46.61,3,1.05,1.05,1,3.1,16,1,Normal,Good
ALE-0986,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,72.57,5,0.84,2.7,2.53,3.5,15,2,Normal,Good
ALE-0877,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,163.85,4,2.21,3.43,3.83,3.1,17,2,Normal,Good
ALE-1192,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,271.98,2,1.88,1.91,2.19,2.6,15,2,Normal,Good
ALE-0314,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,317.38,2,2.29,2.81,2.15,3.6,19,0,Normal,Good
OLE-0147,OLE,20-07-2023,20-07-2023,Actual,Tech Failure,ATM Network,59.58,2,0.65,1.43,1,3.1,18,0,Normal,Good
ALE-1072,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,230.89,4,2.29,3.01,2.05,2.7,28,2,Normal,Good
ALE-0512,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,167.3,5,1.47,2.77,1.99,3.5,20,2,Normal,Good
OLE-0403,OLE,27-05-2022,27-05-2022,Actual,System Failure,Retail Banking,16.02,3,0.58,1.33,1,3.9,20,2,Normal,Good
ALE-0097,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,125.91,4,2.44,3.43,3.1,3.8,19,0,Normal,Good
ALE-1228,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,313.82,4,2.41,1.99,1.57,3.8,15,1,Normal,Good
OLE-0660,OLE,16-09-2023,16-09-2023,Actual,System Failure,Payments,9.5,5,0.96,0.59,1,3.6,19,0,Normal,Good
ALE-0937,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,112.54,1,1.55,2.1,1.58,2.6,26,0,Normal,Good
ALE-0515,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,44.05,1,2.05,2.08,1.43,3.1,24,1,Normal,Good
OLE-0464,OLE,01-12-2022,01-12-2022,Actual,Cyber-Fraud,Retail Banking,62.55,2,1.24,1.1,1,3.1,20,2,Normal,Good
ALE-0492,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,167.18,3,2.91,2.89,2.18,2.9,21,2,Normal,Good
OLE-0187,OLE,02-06-2023,02-06-2023,Actual,System Failure,Payments,5,3,0.33,1.08,1,3.8,14,0,Normal,Good
ALE-0290,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,235.83,1,0.98,1.32,1.35,2.6,25,1,Normal,Good
ALE-0367,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,177.23,1,0.83,1.55,1.42,2.6,25,1,Normal,Good
OLE-0609,OLE,17-02-2022,17-02-2022,Actual,Cyber-Fraud,ATM Network,39.47,3,0.33,1.28,1,2.5,21,0,Normal,Good
OLE-0144,OLE,02-09-2022,02-09-2022,Actual,Tech Failure,Payments,22.07,1,0.3,0.54,1,3.4,24,2,Normal,Good
OLE-0752,OLE,17-05-2022,17-05-2022,Actual,Tech Failure,Retail Banking,5,4,1.08,1.37,1,3.8,20,1,Normal,Good
ALE-0677,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,211.87,5,2.57,1.5,1.55,2.9,20,2,Normal,Good
ALE-0124,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,192.64,5,2.98,1.77,1.53,3.8,24,0,Normal,Good
OLE-0198,OLE,14-09-2022,14-09-2022,Actual,Tech Failure,ATM Network,25.51,1,0.66,0.61,1,3.7,18,1,Normal,Good
ALE-0776,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,46.64,2,1.02,2.59,2.03,3.5,18,2,Normal,Good
ALE-0026,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,83.66,4,2.99,1.64,1.61,3.2,23,1,Normal,Good
ALE-1003,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,83.59,4,0.87,2.75,2.01,3.9,29,0,Normal,Good
OLE-0280,OLE,06-08-2022,06-08-2022,Actual,Data Breach,ATM Network,50.01,4,0.55,0.78,1,3.6,19,1,Normal,Good
OLE-0294,OLE,06-10-2023,06-10-2023,Actual,Tech Failure,ATM Network,69.44,5,0.7,0.64,1,3.5,20,0,Normal,Good
OLE-0767,OLE,19-10-2022,19-10-2022,Actual,Data Breach,ATM Network,6.27,5,0.59,1.24,1,2.8,21,1,Normal,Good
OLE-0401,OLE,06-10-2022,06-10-2022,Actual,Tech Failure,ATM Network,44.1,4,0.96,0.92,1,2.7,21,2,Normal,Good
OLE-0123,OLE,22-06-2023,22-06-2023,Actual,Cyber-Fraud,E-Banking,10.16,2,1.28,1.38,1,3.3,18,1,Normal,Good
ALE-0350,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,163.87,4,2.28,3.1,3.06,4,16,1,Normal,Good
OLE-0203,OLE,22-11-2023,22-11-2023,Actual,Data Breach,Retail Banking,82.26,5,1.12,0.97,1,3.4,18,2,Normal,Good
ALE-0605,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,48.65,2,2.39,2.68,2.69,2.9,15,2,Normal,Good
OLE-0836,OLE,10-09-2022,10-09-2022,Actual,Data Breach,Retail Banking,73.12,2,0.32,0.81,1,3.4,20,1,Normal,Good
OLE-0247,OLE,01-06-2023,01-06-2023,Actual,Data Breach,Payments,40.38,1,0.45,0.63,1,3.8,22,0,Normal,Good
ALE-0582,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,10,4,1.78,1.79,1.42,3,21,1,Normal,Good
ALE-0876,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,75.78,3,1.23,1.62,1.62,2.9,17,2,Normal,Good
ALE-1126,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,174.69,2,1.95,1.3,1.25,2.6,19,0,Normal,Good
OLE-0730,OLE,08-04-2022,08-04-2022,Actual,System Failure,E-Banking,5,3,1.21,0.71,1,3.6,19,2,Normal,Good
ALE-0850,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,304.53,4,1.4,3.45,3.49,3.5,22,2,Normal,Good
ALE-1230,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,261.59,5,2.59,3.07,2.54,3.6,20,0,Normal,Good
ALE-0296,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,155.26,3,2.83,3.16,2.35,3.1,22,2,Normal,Good
ALE-0804,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,95.13,5,2.48,2.04,1.73,3.3,22,1,Normal,Good
ALE-0569,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,108.04,1,1.61,2.84,3.43,3.1,29,0,Normal,Good
OLE-0385,OLE,12-07-2023,12-07-2023,Actual,Tech Failure,E-Banking,33.33,5,0.99,1.26,1,3.7,18,2,Normal,Good
ALE-1133,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,332.99,1,2.21,3.39,3.59,3.6,21,0,Normal,Good
ALE-0902,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,187.38,1,1.67,2.88,3.05,3.1,28,2,Normal,Good
OLE-0855,OLE,18-03-2022,18-03-2022,Actual,System Failure,Payments,87.78,2,0.88,0.61,1,2.7,23,1,Normal,Good
ALE-0732,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,324.8,1,1.83,1.43,1.38,3.1,22,0,Normal,Good
OLE-0220,OLE,14-03-2023,14-03-2023,Actual,Cyber-Fraud,ATM Network,5,3,1.11,0.64,1,4,15,2,Normal,Good
OLE-0642,OLE,30-01-2023,30-01-2023,Actual,Cyber-Fraud,Payments,47.51,1,0.85,0.66,1,3,19,1,Normal,Good
OLE-0002,OLE,09-08-2023,09-08-2023,Actual,Cyber-Fraud,Retail Banking,41.26,1,1.1,0.6,1,3.5,22,0,Normal,Good
OLE-0113,OLE,24-08-2022,24-08-2022,Actual,Data Breach,Retail Banking,104.86,3,1.39,1.04,1,3.2,19,2,Normal,Good
OLE-0699,OLE,07-04-2023,07-04-2023,Actual,Cyber-Fraud,Retail Banking,52.09,1,0.46,0.79,1,3.8,15,1,Normal,Good
ALE-0247,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,290.33,4,0.83,1.87,2.33,3.1,21,2,Normal,Good
ALE-0094,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,179.47,2,2.99,3.24,2.37,3.1,24,0,Normal,Good
ALE-0791,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,60.53,5,1.8,1.87,1.94,3.6,27,2,Normal,Good
ALE-0779,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,132.66,4,2.78,1.86,1.3,2.7,28,0,Normal,Good
ALE-1121,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,120.6,1,0.82,1.63,1.27,2.6,16,0,Normal,Good
ALE-0553,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,128.72,3,2.72,3.19,3.01,2.8,25,0,Normal,Good
ALE-0552,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,137.49,2,2.11,1.95,2.38,3.6,15,1,Normal,Good
ALE-0973,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,88.12,1,1.57,1.83,1.52,3.9,22,0,Normal,Good
ALE-0676,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,157.47,2,1.29,1.99,1.48,3.4,27,1,Normal,Good
ALE-0434,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,128.65,5,2.24,2.77,2.09,3.3,29,2,Normal,Good
ALE-1191,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,210.02,4,2.44,2.92,2.3,3.5,29,1,Normal,Good
OLE-0442,OLE,10-02-2022,10-02-2022,Actual,System Failure,ATM Network,55.87,4,0.87,0.57,1,2.6,23,2,Normal,Good
ALE-0663,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,154.27,5,1.49,1.48,1.05,3.2,24,1,Normal,Good
ALE-0996,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,49.26,1,2.26,2.05,1.64,3,21,2,Normal,Good
ALE-0279,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,119.46,3,1.67,1.72,1.87,3.5,16,1,Normal,Good
ALE-0858,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,116.32,2,1.71,2.7,1.8,3.9,27,2,Normal,Good
ALE-0399,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,200.87,4,0.85,2.35,2.37,3.5,27,1,Normal,Good
ALE-1219,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,183.93,5,1.12,3.12,2.84,2.8,15,0,Normal,Good
ALE-0774,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,278.45,4,2.9,1.97,1.65,3.1,18,0,Normal,Good
ALE-0838,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,92.37,4,2.78,1.47,1.44,3.7,28,2,Normal,Good
ALE-0540,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,72.59,1,1.03,3.43,3.65,2.6,19,0,Normal,Good
ALE-0993,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,10,5,2.42,1.87,1.85,3.7,20,2,Normal,Good
OLE-0664,OLE,17-07-2022,17-07-2022,Actual,System Failure,Retail Banking,105.48,2,1.11,1.36,1,3.9,23,1,Normal,Good
OLE-0684,OLE,28-01-2023,28-01-2023,Actual,Tech Failure,Retail Banking,81.54,2,1.02,0.61,1,2.5,15,1,Normal,Good
ALE-0400,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,122.18,5,2.29,1.66,1.45,3.7,16,1,Normal,Good
ALE-0985,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,178.29,3,2.57,1.43,0.98,2.7,15,2,Normal,Good
ALE-1150,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,275.57,5,1.23,2.94,2.35,3.9,25,2,Normal,Good
ALE-0843,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,119.91,2,1.24,1.63,1.67,3,15,1,Normal,Good
OLE-0318,OLE,13-07-2023,13-07-2023,Actual,Cyber-Fraud,E-Banking,69.34,3,1.27,1.36,1,4,16,2,Normal,Good
OLE-0649,OLE,05-11-2022,05-11-2022,Actual,System Failure,Retail Banking,65.45,3,1.18,0.78,1,3.5,16,2,Normal,Good
ALE-0577,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,190.99,4,1.4,3.21,2.4,3,20,2,Normal,Good
ALE-0622,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,81.62,5,2.28,1.22,1.08,2.8,18,0,Normal,Good
OLE-0710,OLE,10-10-2023,10-10-2023,Actual,Cyber-Fraud,Retail Banking,81.92,3,1.06,1.4,1,3.4,18,0,Normal,Good
ALE-0525,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,208.4,1,1.01,3.49,3.53,3.8,27,2,Normal,Good
ALE-0425,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,179.16,3,2.85,1.93,1.32,3.1,18,0,Normal,Good
ALE-0911,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,156.79,3,2.31,1.94,2.07,3.8,25,0,Normal,Good
ALE-0115,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,170.68,3,1.82,2.58,2.8,3.6,16,1,Normal,Good
OLE-0628,OLE,07-04-2023,07-04-2023,Actual,Data Breach,ATM Network,23,4,0.53,0.81,1,4,15,1,Normal,Good
OLE-0633,OLE,04-04-2022,04-04-2022,Actual,Cyber-Fraud,E-Banking,73.98,1,0.56,0.87,1,3.1,17,2,Normal,Good
ALE-1158,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,172.98,4,2.13,3.34,2.39,2.6,27,0,Normal,Good
ALE-0449,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,120.04,1,1.93,1.76,1.89,2.6,16,2,Normal,Good
ALE-0543,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,145.57,5,1.03,2.23,2.23,2.7,20,2,Normal,Good
ALE-0551,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,166.4,2,2.16,2.43,2.89,2.6,26,1,Normal,Good
ALE-0391,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,174.95,1,0.8,2.87,2.28,3.6,25,2,Normal,Good
ALE-1264,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,10,3,0.99,2.63,1.86,3,25,1,Normal,Good
ALE-0397,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,102.66,4,1.83,1.9,1.73,3,21,1,Normal,Good
ALE-0639,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,163.99,4,1.79,2.17,1.88,3.9,20,1,Normal,Good
ALE-0514,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,208.57,2,2.31,2.28,2.03,4,25,1,Normal,Good
ALE-0672,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,109.59,4,2.07,2.19,1.75,3.7,15,1,Normal,Good
ALE-0806,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,144.27,2,2.27,2.38,2.26,3.6,19,0,Normal,Good
ALE-0497,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,188.77,1,1.89,2.63,2.23,3.6,24,2,Normal,Good
ALE-1238,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,145.58,1,2.18,3.24,2.39,3.1,15,2,Normal,Good
ALE-0964,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,194.09,4,2.02,2.8,2.3,2.7,16,2,Normal,Good
ALE-1252,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,39.73,4,0.95,2.61,1.87,3,21,0,Normal,Good
ALE-1241,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,255.02,4,1.23,1.5,1.03,2.7,15,0,Normal,Good
ALE-0786,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,10,1,2.35,3.47,2.98,3.7,19,2,Normal,Good
ALE-0194,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,156.39,3,2.16,3.47,2.78,3.8,17,1,Normal,Good
OLE-0796,OLE,11-06-2022,11-06-2022,Actual,Tech Failure,Retail Banking,5,3,0.91,0.73,1,3.8,15,2,Normal,Good
OLE-0646,OLE,14-08-2022,14-08-2022,Actual,Tech Failure,ATM Network,33.62,3,0.89,1.02,1,3.5,24,0,Normal,Good
ALE-0155,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,221.35,1,1.31,2.13,1.55,2.8,22,2,Normal,Good
ALE-1119,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,213.11,2,1.61,2.68,1.83,2.6,18,1,Normal,Good
ALE-0740,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,125.63,3,1.28,2.88,2.3,4,26,1,Normal,Good
OLE-0557,OLE,01-07-2023,01-07-2023,Actual,System Failure,Payments,39.77,1,1.2,0.98,1,2.8,17,0,Normal,Good
OLE-0682,OLE,06-05-2022,06-05-2022,Actual,Data Breach,Payments,46.56,5,0.5,0.85,1,3,23,0,Normal,Good
OLE-0578,OLE,04-01-2023,04-01-2023,Actual,Tech Failure,Retail Banking,43.62,5,0.99,0.83,1,3,18,1,Normal,Good
ALE-0962,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,352.61,3,1.87,2.27,1.8,2.7,19,1,Potential Outlier,Review Required
ALE-0252,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,220.43,5,1.14,3.05,2.64,4,23,2,Normal,Good
ALE-0409,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,158.82,5,1.24,3.48,2.56,3.6,18,0,Normal,Good
ALE-0865,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,145.25,5,1.54,1.35,1.23,3.1,28,2,Normal,Good
ALE-1005,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,99.91,4,1.81,3.43,3.41,3.4,25,2,Normal,Good
ALE-0326,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,215.21,1,2.41,2.61,1.9,3.1,18,1,Normal,Good
OLE-0525,OLE,18-10-2023,18-10-2023,Actual,Cyber-Fraud,Payments,46.81,2,0.84,1.24,1,3.5,23,0,Normal,Good
ALE-0202,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,217.66,4,2.32,2.6,2.21,3.2,16,1,Normal,Good
OLE-0541,OLE,07-06-2022,07-06-2022,Actual,System Failure,Payments,58.37,2,1.41,1.32,1,3.3,17,1,Normal,Good
ALE-0337,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,165.87,3,2,2.83,3.39,2.6,16,2,Normal,Good
ALE-0821,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,114.53,4,1.68,2.88,2.46,3.7,25,1,Normal,Good
OLE-0749,OLE,27-06-2023,27-06-2023,Actual,Tech Failure,Payments,54.55,2,0.48,1.3,1,3.6,20,1,Normal,Good
OLE-0231,OLE,11-07-2023,11-07-2023,Actual,Cyber-Fraud,ATM Network,28.7,5,1.47,0.53,1,3.8,22,0,Normal,Good
ALE-0573,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,10,4,1.61,1.3,1.29,3.3,18,2,Normal,Good
OLE-0485,OLE,06-11-2022,06-11-2022,Actual,Tech Failure,Retail Banking,33.9,2,0.35,1.2,1,3,18,0,Normal,Good
ALE-0900,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,187.51,5,1.11,1.67,1.3,3.3,22,0,Normal,Good
ALE-1066,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,32.21,2,2.89,2.85,2.49,3.5,28,2,Normal,Good
OLE-0096,OLE,08-01-2022,08-01-2022,Actual,Tech Failure,Payments,96.3,5,1.14,1.43,1,3.7,16,1,Normal,Good
ALE-0163,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,122.42,4,2.76,2.23,1.9,3.1,20,1,Normal,Good
OLE-0564,OLE,27-11-2023,27-11-2023,Actual,Data Breach,Retail Banking,9.62,5,0.52,0.93,1,2.7,20,0,Normal,Good
ALE-0006,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,206.59,1,2.35,3.4,2.9,3.1,25,2,Normal,Good
ALE-0627,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,122.71,4,1.5,2.1,2.11,3.9,19,2,Normal,Good
ALE-1024,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,119.98,5,1.62,1.88,2.07,2.7,19,2,Normal,Good
ALE-0181,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,229.66,4,2.96,3.33,2.33,3.6,18,1,Normal,Good
OLE-0207,OLE,29-04-2022,29-04-2022,Actual,Cyber-Fraud,Payments,110.54,4,0.85,0.77,1,2.8,23,2,Normal,Good
OLE-0393,OLE,13-12-2023,13-12-2023,Actual,System Failure,Retail Banking,41.46,3,0.61,0.81,1,3.8,20,2,Normal,Good
ALE-0013,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,225.01,4,2.29,1.77,2.18,2.8,24,1,Normal,Good
OLE-0398,OLE,01-08-2023,01-08-2023,Actual,System Failure,ATM Network,72.79,4,0.58,0.71,1,3.8,21,1,Normal,Good
ALE-1208,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,235.71,2,2.17,2.26,1.55,3.1,23,1,Normal,Good
ALE-0171,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,220.47,5,1.99,1.86,2.1,3.6,17,1,Normal,Good
ALE-0628,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,188.42,5,2.31,1.69,1.21,2.6,17,0,Normal,Good
ALE-0103,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,129.08,3,2.67,2.87,2.07,2.9,28,0,Normal,Good
ALE-0713,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,142.3,5,2.01,1.83,1.88,2.7,21,2,Normal,Good
ALE-1038,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,183.34,2,2.77,1.25,0.89,3.9,16,2,Normal,Good
OLE-0805,OLE,29-04-2023,29-04-2023,Actual,Tech Failure,E-Banking,5,4,1.06,1.47,1,3.7,21,0,Normal,Good
